Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Is Training
520000,1.1480974,0.6264811,2.0019581,10.098033,0.99268234,0.3893729,0.0002845677,0.19485591,0.009486103,0.04833182,0.76245844,0.67774403,0.2190553,0.7813712,0.0,319.3448275862069,1.948503519697436,1.948503519697436,6.291191466923418,31.312762228579356,1.0
530000,1.1339618,0.6095832,1.9813135,10.192719,0.92293996,0.39337146,0.00028424463,0.19474821,0.009475346,0.04727221,0.78815407,0.6845889,0.22598797,0.77517396,0.0,299.975,2.026120098680258,2.026120098680258,5.727738116468702,38.44459292718342,1.0
540000,1.1015499,0.64501023,1.9437556,9.008985,0.74134874,0.39480716,0.0002839276,0.19464251,0.009464788,0.046515133,0.79486394,0.67334753,0.22091162,0.78124875,0.0,254.9,2.3074594967167927,2.3074594967167927,5.140659906574197,32.63050891821449,1.0
550000,1.0706129,0.81732696,1.9704691,9.170757,0.8486961,0.38927338,0.00028364322,0.19454774,0.009455319,0.046991635,0.74823225,0.6733017,0.22334822,0.78170264,0.0,292.05882352941177,2.0143136088107085,2.0143136088107085,4.964000878905928,27.516347972927868,1.0
560000,1.0665687,0.83704704,1.9604498,8.860091,1.1736138,0.4311139,0.0002833531,0.19445102,0.009445658,0.04627348,0.76813304,0.69078946,0.2272059,0.77794343,0.0,256.85714285714283,2.2931900263298304,2.2931900263298304,5.436771455779672,34.71662139967084,1.0
570000,1.049059,0.84215325,2.036383,9.692428,0.8560408,0.31974262,0.00028306548,0.19435516,0.00943608,0.049434192,0.7244576,0.659912,0.21523854,0.779895,0.0,259.625,2.170818754064385,2.170818754064385,5.3105498855002224,29.561130674090236,1.0
580000,1.0446982,0.705224,2.0193768,8.567617,0.678309,0.39090085,0.000282771,0.19425699,0.009426273,0.048131306,0.74891627,0.6202477,0.19588548,0.80267173,0.0,356.71875,1.8714903902653004,1.8714903902653004,6.790087839288097,38.2184441478983,1.0
590000,0.9924313,0.6150321,2.0539916,9.8809805,1.1097461,0.38011602,0.00028244662,0.19414885,0.009415471,0.050120313,0.687599,0.6786358,0.21732618,0.77787703,0.0,233.45652173913044,2.235979546816685,2.235979546816685,5.349363899192749,33.04559334214681,1.0
600000,1.0370126,0.64321333,2.1360867,9.835618,0.9672448,0.3988622,0.00028213003,0.19404334,0.009404929,0.050545175,0.73062193,0.7093359,0.23306377,0.772236,0.0,248.2439024390244,2.2330818515567277,2.2330818515567277,4.950053267858245,30.42238082181112,1.0
610000,1.036034,0.71969193,2.1403334,9.449777,0.916258,0.34616905,0.00028183564,0.19394524,0.009395127,0.05090307,0.67016226,0.6856889,0.22236831,0.775036,0.0,263.77142857142854,2.3134316616250494,2.3134316616250494,5.195651940413211,27.727875431656447,1.0
620000,1.0744916,0.7409847,2.1650019,8.733806,0.9289366,0.42364725,0.00028155424,0.1938514,0.009385754,0.05063663,0.73371774,0.6786002,0.21707061,0.7853305,0.0,240.3658536585366,1.938775074388832,1.938775074388832,5.299392695911228,29.566771386377514,1.0
630000,1.0724946,0.6497603,2.1494951,9.121133,0.87956417,0.36418873,0.00028127054,0.19375685,0.00937631,0.050302215,0.70982516,0.6767184,0.2195789,0.7761627,0.0,281.11764705882354,2.0761351934256584,2.0761351934256584,5.507153555952214,30.438608240839596,1.0
640000,1.0491265,0.67680854,2.1845315,8.723074,0.8450722,0.3747218,0.00028094923,0.19364972,0.009365608,0.052239403,0.6854536,0.6410067,0.20428252,0.7901053,0.0,292.275,2.130476505632567,2.130476505632567,6.192678515525425,32.90936356695259,1.0
650000,1.0343392,0.77856183,2.3474944,9.520243,0.8835577,0.40156668,0.000280632,0.193544,0.009355045,0.0546842,0.7236311,0.70040935,0.23518744,0.76904404,0.0,183.87755102040816,2.359670572882226,2.359670572882226,4.3846551404864185,23.77388827926388,1.0
660000,1.0409856,0.8011459,2.3019972,8.362081,0.68548864,0.37960607,0.0002803452,0.1934484,0.009345495,0.05022014,0.7484572,0.66214997,0.21111517,0.7774042,0.0,236.8139534883721,2.175800044045207,2.175800044045207,4.592346705318916,24.14114875931825,1.0
670000,1.0173419,0.9590217,2.3171778,8.702983,0.895988,0.3825258,0.00028006433,0.19335476,0.009336141,0.052123465,0.7118936,0.71938753,0.23975603,0.767027,0.0,188.6530612244898,2.426950047706039,2.426950047706039,4.3415807379552955,25.669160010149845,1.0
680000,1.0139612,1.02517,2.2805705,9.706132,0.99671316,0.3651036,0.00027975335,0.19325113,0.009325786,0.051080618,0.6795246,0.74182075,0.24850667,0.7534375,0.0,167.81159420289856,2.448327900368537,2.448327900368537,3.457361108577642,23.442391279779496,1.0
690000,0.9816729,1.0728874,2.182558,9.3849535,1.1262044,0.3944942,0.00027943117,0.1931437,0.009315058,0.044375103,0.6678924,0.764338,0.25276402,0.7503465,0.0,189.62,2.5186440217494965,2.5186440217494965,3.688197612166405,25.588693290948868,1.0
700000,0.977347,1.081456,2.0996592,8.821686,0.952975,0.35350356,0.00027914174,0.19304723,0.009305419,0.04777093,0.65207034,0.7079108,0.23292956,0.7646368,0.0,211.8372093023256,2.536432706313778,2.536432706313778,3.892675425933332,25.528834604791232,1.0
710000,0.9881834,1.0457128,2.084405,8.589173,1.0032203,0.401179,0.00027885166,0.19295055,0.009295759,0.047339275,0.7008763,0.7327878,0.24212375,0.75922745,0.0,195.2156862745098,2.593180849109418,2.593180849109418,3.8957090427955756,23.326066217635972,1.0
720000,0.9323175,1.0366788,2.1383975,10.1604595,1.5870705,0.44189277,0.00027854112,0.19284703,0.009285417,0.047439452,0.6747101,0.7511788,0.24682952,0.75229865,0.0,173.32258064516128,2.5156678673146025,2.5156678673146025,3.500700201307024,24.987259850438154,1.0
730000,1.0164583,1.0556866,2.1292067,8.860994,1.259022,0.40331975,0.00027824042,0.1927468,0.009275406,0.04837815,0.7264273,0.71451247,0.23434491,0.76528096,0.0,218.9512195121951,2.3593250488629565,2.3593250488629565,4.079757030742864,25.244104979375454,1.0
740000,1.0218285,0.96645784,2.1549027,8.255206,1.0072128,0.3665467,0.00027796015,0.19265336,0.009266071,0.04659657,0.6745711,0.6677945,0.21537694,0.7794204,0.0,247.02777777777777,2.476978431883696,2.476978431883696,4.618912463252609,26.46036358132354,1.0
750000,0.98295367,0.94099134,2.1233664,8.906156,1.3860277,0.38649014,0.00027764827,0.19254942,0.009255686,0.04814157,0.67494416,0.7378532,0.24060649,0.7631394,0.0,187.6031746031746,2.4061782213435934,2.4061782213435934,4.013786265660416,25.009076680209148,1.0
760000,0.99997556,1.0319512,2.151473,9.552886,1.2468932,0.34789017,0.00027734967,0.1924499,0.009245743,0.050467484,0.66496146,0.72166264,0.2365686,0.7598466,0.0,190.875,2.4965963103739477,2.4965963103739477,3.4797424865817583,21.685882945096605,1.0
770000,1.0005825,1.0224053,2.1446297,8.306315,0.88140297,0.3818217,0.0002770627,0.19235423,0.009236189,0.050514836,0.69003576,0.6771804,0.2197895,0.77834016,0.0,195.46938775510205,2.5599077124005327,2.5599077124005327,4.210574147219841,21.449516758609278,1.0
780000,0.95205754,1.0787699,2.186172,8.833476,1.1022363,0.4093821,0.00027675985,0.19225329,0.009226102,0.047837432,0.64389986,0.75065255,0.25414252,0.7525514,0.0,163.0,2.560906489920472,2.560906489920472,3.2933013690335136,23.230680549877786,1.0
790000,0.9338631,1.165209,2.2127972,9.167099,1.2148107,0.44306695,0.00027643688,0.1921456,0.0092153475,0.0493104,0.6375072,0.77257437,0.25777015,0.7445307,0.0,151.74285714285713,2.5717292251781774,2.5717292251781774,3.0709809225339155,20.09808614434531,1.0
800000,0.9501993,1.1328808,2.1484067,8.681644,1.244292,0.35402167,0.00027613374,0.19204457,0.009205252,0.049489357,0.6412926,0.7136106,0.23468678,0.7625553,0.0,191.79545454545453,2.4517019064657672,2.4517019064657672,3.733696834166657,23.831830166987547,1.0
810000,0.9777288,0.9932643,2.1016428,7.5137253,0.9061562,0.38598183,0.00027585126,0.19195041,0.0091958465,0.0482825,0.6157405,0.68588275,0.21636173,0.7768553,0.0,231.52272727272728,2.277265156857496,2.277265156857496,4.573656793077324,22.32119760003894,1.0
820000,0.9848349,0.96388483,2.1023288,8.357777,1.114071,0.36268795,0.00027556848,0.19185618,0.00918643,0.048647277,0.6258429,0.684635,0.22058988,0.77697724,0.0,204.6595744680851,2.5055708400517083,2.5055708400517083,4.247143392916769,26.08019322009447,1.0
830000,0.9246839,0.9892466,2.103784,9.132687,1.129816,0.3794011,0.0002752626,0.19175422,0.009176245,0.050351262,0.6065096,0.7230633,0.23923434,0.7604018,0.0,172.98333333333332,2.616982166854931,2.616982166854931,3.618875901746963,22.642728573110485,1.0
840000,0.9121408,1.0264151,2.1553888,8.68437,0.8315404,0.38471422,0.00027496164,0.19165388,0.009166221,0.051957686,0.5676548,0.69594073,0.2243925,0.7686558,0.0,200.25,2.5173269241797525,2.5173269241797525,4.147465619473503,23.55516232854615,1.0
850000,0.89046615,1.0849004,2.2067544,8.951436,1.1611122,0.39959726,0.00027466123,0.19155373,0.009156219,0.050892875,0.52501804,0.7085491,0.23387343,0.76809114,0.0,173.48275862068965,2.526149212319593,2.526149212319593,3.676120890367587,20.77492485526886,1.0
860000,0.95933974,1.0264722,2.256336,8.71335,1.0039403,0.377792,0.0002743568,0.19145228,0.009146081,0.0511036,0.6017822,0.67983454,0.22471921,0.78510606,0.0,184.0754716981132,2.5842188918822497,2.5842188918822497,3.9001544848927914,23.270663467007427,1.0
870000,0.9117489,1.1898658,2.2711265,9.384735,1.0454243,0.3997287,0.00027406248,0.19135416,0.009136279,0.051085602,0.5665878,0.74104995,0.25260764,0.7553598,0.0,140.44,2.6598281641490757,2.6598281641490757,3.028845304859356,16.792143810356798,1.0
880000,0.89525074,1.2974751,2.2454088,9.438137,1.1318606,0.40980563,0.00027374792,0.1912493,0.009125805,0.05112392,0.5582174,0.7701233,0.2581735,0.74370956,0.0,143.76388888888889,2.6084882278981456,2.6084882278981456,3.058844504549223,19.173493913867894,1.0
890000,0.9134507,1.3102463,2.3348079,9.083422,1.3505154,0.3904152,0.00027346003,0.19115333,0.009116218,0.049522407,0.5594002,0.7646671,0.25463682,0.746876,0.0,149.75,2.6638461443953787,2.6638461443953787,2.9512216315819666,18.822212629822584,1.0
900000,0.89986897,1.1253517,2.279237,8.73439,0.74140745,0.40576577,0.00027315796,0.19105263,0.009106159,0.049145818,0.56144124,0.7192111,0.23241584,0.76154464,0.0,175.06060606060606,2.4942931313196133,2.4942931313196133,3.6186968803020387,22.89900047068709,1.0
910000,0.9164422,1.10039,2.2655103,8.859123,1.0238469,0.4444039,0.00027283473,0.19094491,0.009095396,0.049074277,0.5684169,0.72840714,0.24365298,0.75943375,0.0,165.953125,2.5553966644918544,2.5553966644918544,3.301230774074793,20.6683927802369,1.0
920000,0.9242786,1.2251654,2.301496,9.192164,0.9899146,0.38888755,0.00027253982,0.1908466,0.009085575,0.049203344,0.52945995,0.7202331,0.2407032,0.76081157,0.0,145.92727272727274,2.6216696992262523,2.6216696992262523,2.99516767613364,17.395152984243452,1.0
930000,0.97184914,1.185985,2.288353,8.014443,1.034901,0.3627333,0.00027226578,0.19075523,0.009076448,0.047570713,0.58727396,0.67425215,0.21339872,0.7762177,0.0,186.7843137254902,2.574019227570926,2.574019227570926,3.647840404166625,20.706710836921747,1.0
940000,0.9630243,1.1292312,2.3154716,8.653194,1.1419162,0.3822738,0.00027195763,0.19065255,0.009066188,0.048181605,0.56227016,0.6941357,0.22711253,0.77644295,0.0,184.25,2.577770896120505,2.577770896120505,3.7131898797371172,21.550267722288314,1.0
950000,0.9410988,1.0949332,2.2142768,7.73734,0.826419,0.3644349,0.0002716501,0.19055003,0.009055948,0.0445761,0.5773495,0.6481935,0.20672241,0.78376824,0.0,182.69230769230768,2.5901321624738296,2.5901321624738296,3.422777708752879,18.951287461178644,1.0
960000,0.9202926,1.096181,2.209265,8.920798,1.2335835,0.38937843,0.00027135498,0.19045164,0.00904612,0.053079825,0.5882266,0.7685132,0.26294175,0.74820894,0.0,144.78378378378378,2.511863772143218,2.511863772143218,3.068501744257367,18.791536727083333,1.0
970000,0.8983888,1.1878626,2.2465463,8.600721,1.1593094,0.3936185,0.00027103943,0.19034646,0.0090356115,0.048278347,0.55464864,0.74819344,0.25157434,0.7547562,0.0,148.65217391304347,2.615087847359422,2.615087847359422,2.9731000338991485,20.202015945349228,1.0
980000,0.94222844,1.1324395,2.1982267,8.3886175,1.074278,0.39577657,0.00027074275,0.1902476,0.009025733,0.04917124,0.59843874,0.73078907,0.24561182,0.7582609,0.0,148.2741935483871,2.5249515402159006,2.5249515402159006,3.1174718006090685,19.553070577030834,1.0
990000,0.9563124,1.1226072,2.2491133,8.805268,1.1123381,0.3919666,0.00027045226,0.19015075,0.009016059,0.05047314,0.5785551,0.77360886,0.25722542,0.7404733,0.0,133.53246753246754,2.5300640152581035,2.5300640152581035,2.8390219861020642,18.715195926944727,1.0
1000000,0.9430355,1.1729988,2.2464397,8.257042,1.0000575,0.38193494,0.0002701636,0.19005457,0.009006447,0.048852216,0.56975424,0.7325432,0.24221686,0.7576364,0.0,149.7,2.530563640394107,2.530563640394107,2.865531273468426,16.74512483164047,1.0
1010000,0.93446594,1.1294225,2.2406943,8.858042,1.1749855,0.3898534,0.000269861,0.18995364,0.00899637,0.05100973,0.5832242,0.753592,0.25150436,0.74939483,0.0,139.3170731707317,2.6016301602597207,2.6016301602597207,3.0414112541977674,17.924363331748044,1.0
1020000,0.9320306,1.142557,2.3128674,8.668963,1.1309015,0.42735586,0.0002695527,0.1898509,0.008986103,0.055045832,0.64585316,0.7735621,0.2651811,0.74179006,0.0,116.42105263157895,2.558449428747682,2.558449428747682,2.7231711807934675,16.265576795357116,1.0
1030000,0.90754426,1.3281997,2.33984,8.120373,1.0363202,0.40388075,0.0002692632,0.18975441,0.008976464,0.053145837,0.5874499,0.75265497,0.25196454,0.74669456,0.0,128.25301204819277,2.569213369463881,2.569213369463881,2.8769171928366024,15.652328664908806,1.0
1040000,0.8936696,1.1797864,2.308711,8.32195,1.0566174,0.3769997,0.00026894186,0.18964727,0.008965763,0.05299075,0.57759553,0.7498314,0.25386652,0.75102764,0.0,127.12048192771084,2.5468130237967164,2.5468130237967164,2.7802896996984234,15.587752346427168,1.0
1050000,0.9220988,1.1904185,2.3635247,8.074938,0.872681,0.4102145,0.00026864873,0.18954957,0.008956003,0.053863537,0.54936254,0.7192844,0.24000612,0.7632681,0.0,135.56060606060606,2.4017405458851844,2.4017405458851844,2.850481222207482,15.240875837569302,1.0
